Browser,Event,Object Parameters,Chart,Status
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",angulargauge,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",angulargauge,PASS
Chrome,chartrollout,"('eventId = ', 263)",angulargauge,PASS
Chrome,chartrollout,"('cancelled = ', False)",angulargauge,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",angulargauge,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",angulargauge,PASS
Chrome,chartrollout,"('preventDefault = ', {})",angulargauge,PASS
Chrome,chartrollout,"('detached = ', False)",angulargauge,PASS
Chrome,chartrollout,"('detachHandler = ', {})",angulargauge,PASS
Chrome,chartrollout,"('senderChartType = ', u'angulargauge')",angulargauge,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",angulargauge,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",angulargauge,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",angulargauge,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",angulargauge,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",angulargauge,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",angulargauge,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",angulargauge,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",angulargauge,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",angulargauge,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",pyramid,PASS
Chrome,chartclick,"('eventId = ', 283)",pyramid,PASS
Chrome,chartclick,"('cancelled = ', False)",pyramid,PASS
Chrome,chartclick,"('stopPropagation = ', {})",pyramid,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,chartclick,"('preventDefault = ', {})",pyramid,PASS
Chrome,chartclick,"('detached = ', False)",pyramid,PASS
Chrome,chartclick,"('detachHandler = ', {})",pyramid,PASS
Chrome,chartclick,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",pyramid,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",pyramid,PASS
Chrome,chartclick,"('dObj4 = ', 438)",pyramid,PASS
Chrome,chartclick,"('dObj5 = ', 294)",pyramid,PASS
Chrome,chartclick,"('dObj6 = ', 430)",pyramid,PASS
Chrome,chartclick,"('dObj7 = ', 250)",pyramid,PASS
Chrome,chartclick,"('dObj8 = ', 800)",pyramid,PASS
Chrome,chartclick,"('dObj9 = ', 500)",pyramid,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",pyramid,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",pyramid,PASS
Chrome,chartrollover,"('eventId = ', 262)",pyramid,PASS
Chrome,chartrollover,"('cancelled = ', False)",pyramid,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",pyramid,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,chartrollover,"('preventDefault = ', {})",pyramid,PASS
Chrome,chartrollover,"('detached = ', False)",pyramid,PASS
Chrome,chartrollover,"('detachHandler = ', {})",pyramid,PASS
Chrome,chartrollover,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",pyramid,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",pyramid,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",pyramid,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",pyramid,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",pyramid,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",pyramid,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",pyramid,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",pyramid,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",pyramid,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",pyramid,PASS
Chrome,chartrollout,"('eventId = ', 284)",pyramid,PASS
Chrome,chartrollout,"('cancelled = ', False)",pyramid,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",pyramid,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,chartrollout,"('preventDefault = ', {})",pyramid,PASS
Chrome,chartrollout,"('detached = ', False)",pyramid,PASS
Chrome,chartrollout,"('detachHandler = ', {})",pyramid,PASS
Chrome,chartrollout,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",pyramid,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",pyramid,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",pyramid,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",pyramid,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",pyramid,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",pyramid,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",pyramid,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",pyramid,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",pyramid,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",line,PASS
Chrome,chartclick,"('eventId = ', 384)",line,PASS
Chrome,chartclick,"('cancelled = ', False)",line,PASS
Chrome,chartclick,"('stopPropagation = ', {})",line,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",line,PASS
Chrome,chartclick,"('preventDefault = ', {})",line,PASS
Chrome,chartclick,"('detached = ', False)",line,PASS
Chrome,chartclick,"('detachHandler = ', {})",line,PASS
Chrome,chartclick,"('senderChartType = ', u'line')",line,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",line,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",line,PASS
Chrome,chartclick,"('dObj4 = ', 438)",line,PASS
Chrome,chartclick,"('dObj5 = ', 294)",line,PASS
Chrome,chartclick,"('dObj6 = ', 430)",line,PASS
Chrome,chartclick,"('dObj7 = ', 250)",line,PASS
Chrome,chartclick,"('dObj8 = ', 800)",line,PASS
Chrome,chartclick,"('dObj9 = ', 500)",line,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",line,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",line,PASS
Chrome,chartrollover,"('eventId = ', 358)",line,PASS
Chrome,chartrollover,"('cancelled = ', False)",line,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",line,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",line,PASS
Chrome,chartrollover,"('preventDefault = ', {})",line,PASS
Chrome,chartrollover,"('detached = ', False)",line,PASS
Chrome,chartrollover,"('detachHandler = ', {})",line,PASS
Chrome,chartrollover,"('senderChartType = ', u'line')",line,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",line,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",line,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",line,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",line,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",line,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",line,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",line,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",line,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",line,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",line,PASS
Chrome,chartrollout,"('eventId = ', 386)",line,PASS
Chrome,chartrollout,"('cancelled = ', False)",line,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",line,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",line,PASS
Chrome,chartrollout,"('preventDefault = ', {})",line,PASS
Chrome,chartrollout,"('detached = ', False)",line,PASS
Chrome,chartrollout,"('detachHandler = ', {})",line,PASS
Chrome,chartrollout,"('senderChartType = ', u'line')",line,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",line,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",line,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",line,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",line,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",line,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",line,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",line,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",line,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",line,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",stackedbar,PASS
Chrome,chartclick,"('eventId = ', 355)",stackedbar,PASS
Chrome,chartclick,"('cancelled = ', False)",stackedbar,PASS
Chrome,chartclick,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,chartclick,"('preventDefault = ', {})",stackedbar,PASS
Chrome,chartclick,"('detached = ', False)",stackedbar,PASS
Chrome,chartclick,"('detachHandler = ', {})",stackedbar,PASS
Chrome,chartclick,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",stackedbar,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",stackedbar,PASS
Chrome,chartclick,"('dObj4 = ', 438)",stackedbar,PASS
Chrome,chartclick,"('dObj5 = ', 294)",stackedbar,PASS
Chrome,chartclick,"('dObj6 = ', 430)",stackedbar,PASS
Chrome,chartclick,"('dObj7 = ', 250)",stackedbar,PASS
Chrome,chartclick,"('dObj8 = ', 800)",stackedbar,PASS
Chrome,chartclick,"('dObj9 = ', 500)",stackedbar,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedbar,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",stackedbar,PASS
Chrome,chartrollover,"('eventId = ', 323)",stackedbar,PASS
Chrome,chartrollover,"('cancelled = ', False)",stackedbar,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,chartrollover,"('preventDefault = ', {})",stackedbar,PASS
Chrome,chartrollover,"('detached = ', False)",stackedbar,PASS
Chrome,chartrollover,"('detachHandler = ', {})",stackedbar,PASS
Chrome,chartrollover,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",stackedbar,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",stackedbar,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",stackedbar,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",stackedbar,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",stackedbar,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",stackedbar,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",stackedbar,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",stackedbar,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedbar,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",stackedbar,PASS
Chrome,chartrollout,"('eventId = ', 359)",stackedbar,PASS
Chrome,chartrollout,"('cancelled = ', False)",stackedbar,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,chartrollout,"('preventDefault = ', {})",stackedbar,PASS
Chrome,chartrollout,"('detached = ', False)",stackedbar,PASS
Chrome,chartrollout,"('detachHandler = ', {})",stackedbar,PASS
Chrome,chartrollout,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",stackedbar,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",stackedbar,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",stackedbar,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",stackedbar,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",stackedbar,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",stackedbar,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",stackedbar,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",stackedbar,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedbar,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",stackedcolumn,PASS
Chrome,chartclick,"('eventId = ', 416)",stackedcolumn,PASS
Chrome,chartclick,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,chartclick,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,chartclick,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,chartclick,"('detached = ', False)",stackedcolumn,PASS
Chrome,chartclick,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,chartclick,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",stackedcolumn,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",stackedcolumn,PASS
Chrome,chartclick,"('dObj4 = ', 438)",stackedcolumn,PASS
Chrome,chartclick,"('dObj5 = ', 294)",stackedcolumn,PASS
Chrome,chartclick,"('dObj6 = ', 430)",stackedcolumn,PASS
Chrome,chartclick,"('dObj7 = ', 250)",stackedcolumn,PASS
Chrome,chartclick,"('dObj8 = ', 800)",stackedcolumn,PASS
Chrome,chartclick,"('dObj9 = ', 500)",stackedcolumn,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedcolumn,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",stackedcolumn,PASS
Chrome,chartrollover,"('eventId = ', 383)",stackedcolumn,PASS
Chrome,chartrollover,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,chartrollover,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,chartrollover,"('detached = ', False)",stackedcolumn,PASS
Chrome,chartrollover,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,chartrollover,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",stackedcolumn,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",stackedcolumn,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",stackedcolumn,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedcolumn,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",stackedcolumn,PASS
Chrome,chartrollout,"('eventId = ', 418)",stackedcolumn,PASS
Chrome,chartrollout,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,chartrollout,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,chartrollout,"('detached = ', False)",stackedcolumn,PASS
Chrome,chartrollout,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,chartrollout,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",stackedcolumn,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",stackedcolumn,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",stackedcolumn,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedcolumn,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",stackedarea,PASS
Chrome,chartclick,"('eventId = ', 431)",stackedarea,PASS
Chrome,chartclick,"('cancelled = ', False)",stackedarea,PASS
Chrome,chartclick,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,chartclick,"('preventDefault = ', {})",stackedarea,PASS
Chrome,chartclick,"('detached = ', False)",stackedarea,PASS
Chrome,chartclick,"('detachHandler = ', {})",stackedarea,PASS
Chrome,chartclick,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",stackedarea,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",stackedarea,PASS
Chrome,chartclick,"('dObj4 = ', 438)",stackedarea,PASS
Chrome,chartclick,"('dObj5 = ', 294)",stackedarea,PASS
Chrome,chartclick,"('dObj6 = ', 430)",stackedarea,PASS
Chrome,chartclick,"('dObj7 = ', 250)",stackedarea,PASS
Chrome,chartclick,"('dObj8 = ', 800)",stackedarea,PASS
Chrome,chartclick,"('dObj9 = ', 500)",stackedarea,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedarea,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",stackedarea,PASS
Chrome,chartrollover,"('eventId = ', 400)",stackedarea,PASS
Chrome,chartrollover,"('cancelled = ', False)",stackedarea,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,chartrollover,"('preventDefault = ', {})",stackedarea,PASS
Chrome,chartrollover,"('detached = ', False)",stackedarea,PASS
Chrome,chartrollover,"('detachHandler = ', {})",stackedarea,PASS
Chrome,chartrollover,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",stackedarea,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",stackedarea,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",stackedarea,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",stackedarea,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",stackedarea,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",stackedarea,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",stackedarea,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",stackedarea,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedarea,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",stackedarea,PASS
Chrome,chartrollout,"('eventId = ', 433)",stackedarea,PASS
Chrome,chartrollout,"('cancelled = ', False)",stackedarea,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,chartrollout,"('preventDefault = ', {})",stackedarea,PASS
Chrome,chartrollout,"('detached = ', False)",stackedarea,PASS
Chrome,chartrollout,"('detachHandler = ', {})",stackedarea,PASS
Chrome,chartrollout,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",stackedarea,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",stackedarea,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",stackedarea,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",stackedarea,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",stackedarea,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",stackedarea,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",stackedarea,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",stackedarea,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",stackedarea,PASS
